('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         678126 function calls (659768 primitive calls) in 1.897 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 dammit.py:344(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 ssl_.py:464(is_ipaddress)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 models.py:315(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
       26    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
      291    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
       21    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 ssl.py:556(options)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x77a46d6502c0}
        1    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       15    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        2    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        3    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
      141    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:693(find_codec)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:685(_init_length)
       34    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 element.py:101(__new__)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:69(close)
       22    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
        1    0.000    0.000    0.000    0.000 request.py:39(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       21    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       14    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
      114    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
       43    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
       26    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
       67    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
       12    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        1    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        6    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 client.py:442(flush)
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        1    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
       16    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        3    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
       27    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x77a46d7a4cc0}
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        2    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 functools.py:651(cache)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 socket.py:522(type)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 ssl_.py:180(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 utils.py:268(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 dammit.py:451(strip_byte_order_mark)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 dammit.py:709(_codec)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
       25    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 parse.py:855(quote)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       15    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       15    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPRedirectHandler)
       10    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        4    0.000    0.000    0.000    0.000 dammit.py:391(_usable)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       11    0.000    0.000    0.000    0.000 queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        5    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 request.py:1076(AbstractDigestAuthHandler)
        6    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
       42    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        9    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       11    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        4    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        1    0.000    0.000    0.000    0.000 response.py:245(__init__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        2    0.000    0.000    0.000    0.000 response.py:404(retries)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        2    0.000    0.000    0.000    0.000 response.py:1124(supports_chunked_reads)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        4    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:931(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        1    0.000    0.000    0.000    0.000 element.py:933(NavigableString)
        6    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        7    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 parse.py:520(urlunsplit)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1267(_validate_method)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1263(_encode_request)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:848(__len__)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 hooks.py:22(dispatch_hook)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        5    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 socket.py:490(_decref_socketios)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        5    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
